# Copyright (c) 2009 The Chromium Authors. All rights reserved.
# Use of this source code is governed by a BSD-style license that can be
# found in the LICENSE file.

# Package list created by list_installed_packages.sh
# Creation time: Fri Dec 18 20:03:45 UTC 2009
#
# Contents of /etc/apt/sources.list:
#   deb file:"/tmp/chromeos_setup" local_packages/
#   deb file:///trunk/repo/apt chromeos main restricted multiverse universe
#   deb http://archive.ubuntu.com/ubuntu karmic main restricted multiverse universe
#
# package_name version priority section repo_filename
libqt4-xml 4.5.3really4.5.2-0ubuntu1 optional libs pool/main/q/qt4-x11/libqt4-xml_4.5.3really4.5.2-0ubuntu1_i386.deb
libqtcore4 4.5.3really4.5.2-0ubuntu1 optional libs pool/main/q/qt4-x11/libqtcore4_4.5.3really4.5.2-0ubuntu1_i386.deb
libqtgui4 4.5.3really4.5.2-0ubuntu1 optional libs pool/main/q/qt4-x11/libqtgui4_4.5.3really4.5.2-0ubuntu1_i386.deb
libreadline6 6.0-5 important libs pool/main/r/readline6/libreadline6_6.0-5_i386.deb
libsamplerate0 0.1.7-2 optional libs pool/main/libs/libsamplerate/libsamplerate0_0.1.7-2_i386.deb
libsasl2-2 2.1.23.dfsg1-1ubuntu3 important libs pool/main/c/cyrus-sasl2/libsasl2-2_2.1.23.dfsg1-1ubuntu3_i386.deb
libsasl2-modules 2.1.23.dfsg1-1ubuntu3 important devel pool/main/c/cyrus-sasl2/libsasl2-modules_2.1.23.dfsg1-1ubuntu3_i386.deb
libselinux1 2.0.85-2ubuntu2 required libs pool/main/libs/libselinux/libselinux1_2.0.85-2ubuntu2_i386.deb
libsepol1 2.0.37-1 required libs pool/main/libs/libsepol/libsepol1_2.0.37-1_i386.deb
libsgutils2-2 1.27-0.1 optional libs pool/main/s/sg3-utils/libsgutils2-2_1.27-0.1_i386.deb
libsigc++-2.0-0c2a 2.0.18-2 important libs pool/main/libs/libsigc++-2.0/libsigc++-2.0-0c2a_2.0.18-2_i386.deb
libslang2 2.1.4-3 required libs pool/main/s/slang2/libslang2_2.1.4-3_i386.deb
libsm6 2:1.1.0-2 optional libs pool/main/libs/libsm/libsm6_1.1.0-2_i386.deb
libsndfile1 1.0.20-1ubuntu1 optional libs pool/main/libs/libsndfile/libsndfile1_1.0.20-1ubuntu1_i386.deb
libsqlite3-0 3.6.16-1ubuntu1 important libs pool/main/s/sqlite3/libsqlite3-0_3.6.16-1ubuntu1_i386.deb
libss2 1.41.9-1ubuntu3 required libs pool/main/e/e2fsprogs/libss2_1.41.9-1ubuntu3_i386.deb
libssl0.9.8 0.9.8g-16ubuntu3 required libs pool/main/o/openssl/libssl0.9.8_0.9.8g-16ubuntu3_i386.deb
libstdc++6 4.4.1-4ubuntu8 required libs pool/main/g/gcc-4.4/libstdc++6_4.4.1-4ubuntu8_i386.deb
libsub-name-perl 0.04-1 important perl pool/main/libs/libsub-name-perl/libsub-name-perl_0.04-1_i386.deb
libsysfs2 2.1.0-5 optional libs pool/main/s/sysfsutils/libsysfs2_2.1.0-5_i386.deb
libtasn1-3 2.2-1 important libs pool/main/libt/libtasn1-3/libtasn1-3_2.2-1_i386.deb
libtext-charwidth-perl 0.04-5build1 required perl pool/main/libt/libtext-charwidth-perl/libtext-charwidth-perl_0.04-5build1_i386.deb
libtext-iconv-perl 1.7-1build1 required perl pool/main/libt/libtext-iconv-perl/libtext-iconv-perl_1.7-1build1_i386.deb
libtext-wrapi18n-perl 0.06-7 required perl pool/main/libt/libtext-wrapi18n-perl/libtext-wrapi18n-perl_0.06-7_all.deb
libthai-data 0.1.12-1 optional libs pool/main/libt/libthai/libthai-data_0.1.12-1_all.deb
libthai0 0.1.12-1 optional libs pool/main/libt/libthai/libthai0_0.1.12-1_i386.deb
libtiff4 3.8.2-13 optional libs pool/main/t/tiff/libtiff4_3.8.2-13_i386.deb
libtimedate-perl 1.1600-9 important perl pool/main/t/timedate/libtimedate-perl_1.1600-9_all.deb
libts-0.0-0 1.0-7 optional libs pool/main/t/tslib/libts-0.0-0_1.0-7_i386.deb
libudev0 147~-6 required admin pool/main/u/udev/libudev0_147~-6_i386.deb
libusb-0.1-4 2:0.1.12-13 important libs pool/main/libu/libusb/libusb-0.1-4_0.1.12-13_i386.deb
libuuid1 2.16-1ubuntu5 required libs pool/main/u/util-linux/libuuid1_2.16-1ubuntu5_i386.deb
libvorbis0a 1.2.0.dfsg-6 optional libs pool/main/libv/libvorbis/libvorbis0a_1.2.0.dfsg-6_i386.deb
libvorbisenc2 1.2.0.dfsg-6 optional libs pool/main/libv/libvorbis/libvorbisenc2_1.2.0.dfsg-6_i386.deb
libwrap0 7.6.q-16 optional libs pool/main/t/tcp-wrappers/libwrap0_7.6.q-16_i386.deb
libx11-6 2:1.2.2-1ubuntu1 standard libs pool/main/libx/libx11/libx11-6_1.2.2-1ubuntu1_i386.deb
libx11-data 2:1.2.2-1ubuntu1 standard x11 pool/main/libx/libx11/libx11-data_1.2.2-1ubuntu1_all.deb
libx11-xcb1 2:1.2.2-1ubuntu1 optional libs pool/main/libx/libx11/libx11-xcb1_1.2.2-1ubuntu1_i386.deb
libx86-1 1.1+ds1-4 optional libs pool/main/libx/libx86/libx86-1_1.1+ds1-4_i386.deb
libxapian15 1.0.15-2ubuntu2 important libs pool/main/x/xapian-core/libxapian15_1.0.15-2ubuntu2_i386.deb
libxau6 1:1.0.4-2 standard libs pool/main/libx/libxau/libxau6_1.0.4-2_i386.deb
libxaw7 2:1.0.6-1 optional libs pool/main/libx/libxaw/libxaw7_1.0.6-1_i386.deb
libxcb-composite0 1.4-1 optional libs pool/main/libx/libxcb/libxcb-composite0_1.4-1_i386.deb
libxcb-randr0 1.4-1 optional libs pool/main/libx/libxcb/libxcb-randr0_1.4-1_i386.deb
libxcb-render-util0 0.3.6-1 extra libdevel pool/main/x/xcb-util/libxcb-render-util0_0.3.6-1_i386.deb
libxcb-render0 1.4-1 optional libs pool/main/libx/libxcb/libxcb-render0_1.4-1_i386.deb
libxcb-shape0 1.4-1 optional libs pool/main/libx/libxcb/libxcb-shape0_1.4-1_i386.deb
libxcb-xfixes0 1.4-1 optional libs pool/main/libx/libxcb/libxcb-xfixes0_1.4-1_i386.deb
libxcb1 1.4-1 standard libs pool/main/libx/libxcb/libxcb1_1.4-1_i386.deb
libxcomposite1 1:0.4.0-4 optional libs pool/main/libx/libxcomposite/libxcomposite1_0.4.0-4_i386.deb
libxcursor1 1:1.1.9-1build1 optional libs pool/main/libx/libxcursor/libxcursor1_1.1.9-1build1_i386.deb
libxdamage1 1:1.1.1-4 optional libs pool/main/libx/libxdamage/libxdamage1_1.1.1-4_i386.deb
libxdmcp6 1:1.0.2-3 standard libs pool/main/libx/libxdmcp/libxdmcp6_1.0.2-3_i386.deb
libxext6 2:1.0.99.1-0ubuntu4 standard libs pool/main/libx/libxext/libxext6_1.0.99.1-0ubuntu4_i386.deb
libxfixes3 1:4.0.3-2build1 optional libs pool/main/libx/libxfixes/libxfixes3_4.0.3-2build1_i386.deb
libxfont1 1:1.4.0-1ubuntu1 optional libs pool/main/libx/libxfont/libxfont1_1.4.0-1ubuntu1_i386.deb
libxft2 2.1.13-3ubuntu1 optional libs pool/main/x/xft/libxft2_2.1.13-3ubuntu1_i386.deb
libxi6 2:1.2.1-2ubuntu1 optional libs pool/main/libx/libxi/libxi6_1.2.1-2ubuntu1_i386.deb
libxinerama1 2:1.0.3-2 optional libs pool/main/libx/libxinerama/libxinerama1_1.0.3-2_i386.deb
libxkbfile1 1:1.0.5-1ubuntu2 optional libs pool/main/libx/libxkbfile/libxkbfile1_1.0.5-1ubuntu2_i386.deb
libxml2 2.7.5.dfsg-1ubuntu1 important libs pool/main/libx/libxml2/libxml2_2.7.5.dfsg-1ubuntu1_i386.deb
libxmu6 2:1.0.4-2 optional libs pool/main/libx/libxmu/libxmu6_1.0.4-2_i386.deb
libxmuu1 2:1.0.4-2 standard libs pool/main/libx/libxmu/libxmuu1_1.0.4-2_i386.deb
libxpm4 1:3.5.7-2 optional libs pool/main/libx/libxpm/libxpm4_3.5.7-2_i386.deb
libxrandr2 2:1.3.0-2 optional libs pool/main/libx/libxrandr/libxrandr2_1.3.0-2_i386.deb
libxrender1 1:0.9.4-2ubuntu1 optional libs pool/main/libx/libxrender/libxrender1_0.9.4-2ubuntu1_i386.deb
libxt6 1:1.0.5-3ubuntu1 optional libs pool/main/libx/libxt/libxt6_1.0.5-3ubuntu1_i386.deb
libxtrap6 2:1.0.0-5build1 optional libs pool/main/libx/libxtrap/libxtrap6_1.0.0-5build1_i386.deb
libxtst6 2:1.0.3-1ubuntu2 optional libs pool/main/libx/libxtst/libxtst6_1.0.3-1ubuntu2_i386.deb
libxv1 2:1.0.4-1 optional libs pool/main/libx/libxv/libxv1_1.0.4-1_i386.deb
libxvmc1 2:1.0.4-2ubuntu2 optional libs pool/main/libx/libxvmc/libxvmc1_1.0.4-2ubuntu2_i386.deb
libxxf86dga1 2:1.0.2-1build1 optional libs pool/main/libx/libxxf86dga/libxxf86dga1_1.0.2-1build1_i386.deb
libxxf86misc1 1:1.0.1-3 optional libs pool/main/libx/libxxf86misc/libxxf86misc1_1.0.1-3_i386.deb
libxxf86vm1 1:1.0.2-1ubuntu1 optional libs pool/main/libx/libxxf86vm/libxxf86vm1_1.0.2-1ubuntu1_i386.deb
linux-firmware 1.24 optional misc pool/main/l/linux-firmware/linux-firmware_1.24_all.deb
# Skipped linux-image-2.6.31.4-chromeos-intel-menlow 002 local_packages//linux-image-2.6.31.4-chromeos-intel-menlow_002_i386.deb: local install
linux-sound-base 1.0.20+dfsg-1ubuntu5 optional sound pool/main/a/alsa-driver/linux-sound-base_1.0.20+dfsg-1ubuntu5_all.deb
locales 2.9+git20090617-3 required libs pool/main/l/langpack-locales/locales_2.9+git20090617-3_all.deb
lockfile-progs 0.1.13 important misc pool/main/l/lockfile-progs/lockfile-progs_0.1.13_i386.deb
login 1:4.1.4.1-1ubuntu2 required admin pool/main/s/shadow/login_4.1.4.1-1ubuntu2_i386.deb
lsb-base 4.0-0ubuntu5 required misc pool/main/l/lsb/lsb-base_4.0-0ubuntu5_all.deb
lsb-release 4.0-0ubuntu5 important misc pool/main/l/lsb/lsb-release_4.0-0ubuntu5_all.deb
lsof 4.81.dfsg.1-1 standard utils pool/main/l/lsof/lsof_4.81.dfsg.1-1_i386.deb
lzma 4.43-14ubuntu1 required utils pool/main/l/lzma/lzma_4.43-14ubuntu1_i386.deb
make 3.81-6 important devel pool/main/m/make-dfsg/make_3.81-6_i386.deb
makedev 2.3.1-88 required admin pool/main/m/makedev/makedev_2.3.1-88_all.deb
mawk 1.3.3-15ubuntu1 required utils pool/main/m/mawk/mawk_1.3.3-15ubuntu1_i386.deb
# Skipped memento-updater 0.2 local_packages//memento-updater_0.2_all.deb: local install
mime-support 3.46-1ubuntu1 important net pool/main/m/mime-support/mime-support_3.46-1ubuntu1_all.deb
miscfiles 1.4.2.dfsg.1-9 optional text pool/main/m/miscfiles/miscfiles_1.4.2.dfsg.1-9_all.deb
module-init-tools 3.10-3 important admin pool/main/m/module-init-tools/module-init-tools_3.10-3_i386.deb
mount 2.16-1ubuntu5 required admin pool/main/u/util-linux/mount_2.16-1ubuntu5_i386.deb
mountall 1.0 required admin pool/main/m/mountall/mountall_1.0_i386.deb
mysql-common 5.1.37-1ubuntu5 optional misc pool/main/m/mysql-dfsg-5.1/mysql-common_5.1.37-1ubuntu5_all.deb
ncurses-base 5.7+20090803-2ubuntu2 required utils pool/main/n/ncurses/ncurses-base_5.7+20090803-2ubuntu2_all.deb
ncurses-bin 5.7+20090803-2ubuntu2 required utils pool/main/n/ncurses/ncurses-bin_5.7+20090803-2ubuntu2_i386.deb
net-tools 1.60-23ubuntu1 important net pool/main/n/net-tools/net-tools_1.60-23ubuntu1_i386.deb
netbase 4.35ubuntu2 important admin pool/main/n/netbase/netbase_4.35ubuntu2_all.deb
netcat 1.10-38 important net pool/main/n/netcat/netcat_1.10-38_all.deb
netcat-traditional 1.10-38 important net pool/main/n/netcat/netcat-traditional_1.10-38_i386.deb
ntp 1:4.2.4p6+dfsg-1ubuntu5 optional net pool/main/n/ntp/ntp_4.2.4p6+dfsg-1ubuntu5_i386.deb
ntpdate 1:4.2.4p6+dfsg-1ubuntu5 important net pool/main/n/ntp/ntpdate_4.2.4p6+dfsg-1ubuntu5_i386.deb
openssh-client 1:5.1p1-6ubuntu2 standard net pool/main/o/openssh/openssh-client_5.1p1-6ubuntu2_i386.deb
openssh-server 1:5.1p1-6ubuntu2 optional net pool/main/o/openssh/openssh-server_5.1p1-6ubuntu2_i386.deb
openssl 0.9.8g-16ubuntu3 important utils pool/main/o/openssl/openssl_0.9.8g-16ubuntu3_i386.deb
passwd 1:4.1.4.1-1ubuntu2 required admin pool/main/s/shadow/passwd_4.1.4.1-1ubuntu2_i386.deb
pciutils 1:3.0.0-4ubuntu13 standard admin pool/main/p/pciutils/pciutils_3.0.0-4ubuntu13_i386.deb
perl 5.10.0-24ubuntu4 important perl pool/main/p/perl/perl_5.10.0-24ubuntu4_i386.deb
perl-base 5.10.0-24ubuntu4 required perl pool/main/p/perl/perl-base_5.10.0-24ubuntu4_i386.deb
perl-modules 5.10.0-24ubuntu4 important perl pool/main/p/perl/perl-modules_5.10.0-24ubuntu4_all.deb
pm-utils 1.2.5-2ubuntu7 optional admin pool/main/p/pm-utils/pm-utils_1.2.5-2ubuntu7_all.deb
policykit-1 0.94-1ubuntu1 optional admin pool/main/p/policykit-1/policykit-1_0.94-1ubuntu1_i386.deb
powermgmt-base 1.30+nmu1 standard utils pool/main/p/powermgmt-base/powermgmt-base_1.30+nmu1_i386.deb
procps 1:3.2.8-1ubuntu3 required admin pool/main/p/procps/procps_3.2.8-1ubuntu3_i386.deb
psmisc 22.7-1 standard admin pool/main/p/psmisc/psmisc_22.7-1_i386.deb
python 2.6.4~rc1-0ubuntu1 important python pool/main/p/python-defaults/python_2.6.4~rc1-0ubuntu1_all.deb
python-cairo 1.8.6-1ubuntu1 optional python pool/main/p/pycairo/python-cairo_1.8.6-1ubuntu1_i386.deb
python-central 0.6.11ubuntu9 important python pool/main/p/python-central/python-central_0.6.11ubuntu9_all.deb
python-dbus 0.83.0-1ubuntu2 optional python pool/main/d/dbus-python/python-dbus_0.83.0-1ubuntu2_i386.deb
python-glade2 2.16.0-0ubuntu1 optional python pool/main/p/pygtk/python-glade2_2.16.0-0ubuntu1_i386.deb
python-gobject 2.18.0-0ubuntu2 optional python pool/main/p/pygobject/python-gobject_2.18.0-0ubuntu2_i386.deb
python-gtk2 2.16.0-0ubuntu1 optional python pool/main/p/pygtk/python-gtk2_2.16.0-0ubuntu1_i386.deb
python-ibus 1.2.0.20090927-2ubuntu1 optional python pool/main/i/ibus/python-ibus_1.2.0.20090927-2ubuntu1_all.deb
python-minimal 2.6.4~rc1-0ubuntu1 required python pool/main/p/python-defaults/python-minimal_2.6.4~rc1-0ubuntu1_all.deb
python-support 1.0.3ubuntu1 standard python pool/main/p/python-support/python-support_1.0.3ubuntu1_all.deb
python-xdg 0.15-1.1ubuntu5 optional python pool/main/p/pyxdg/python-xdg_0.15-1.1ubuntu5_all.deb
python2.6 2.6.4~rc2-0ubuntu1 important python pool/main/p/python2.6/python2.6_2.6.4~rc2-0ubuntu1_i386.deb
python2.6-minimal 2.6.4~rc2-0ubuntu1 required python pool/main/p/python2.6/python2.6-minimal_2.6.4~rc2-0ubuntu1_i386.deb
radeontool 1.5+git76606164-0ubuntu2 optional utils pool/main/r/radeontool/radeontool_1.5+git76606164-0ubuntu2_i386.deb
readline-common 6.0-5 important utils pool/main/r/readline6/readline-common_6.0-5_all.deb
rsyslog 4.2.0-2ubuntu5 important admin pool/main/r/rsyslog/rsyslog_4.2.0-2ubuntu5_i386.deb
sash 3.7-8 optional universe/shells pool/universe/s/sash/sash_3.7-8_i386.deb
sed 4.2.1-1 required utils pool/main/s/sed/sed_4.2.1-1_i386.deb
sgml-base 1.26 important text pool/main/s/sgml-base/sgml-base_1.26_all.deb
shared-mime-info 0.70-0ubuntu1 important misc pool/main/s/shared-mime-info/shared-mime-info_0.70-0ubuntu1_i386.deb
# Skipped slim 1.3.1-chromeos3 local_packages//slim_1.3.1-chromeos3_i386.deb: local install
sudo 1.7.0-1ubuntu2 important admin pool/main/s/sudo/sudo_1.7.0-1ubuntu2_i386.deb
sysv-rc 2.87dsf-4ubuntu11 required admin pool/main/s/sysvinit/sysv-rc_2.87dsf-4ubuntu11_all.deb
sysvinit-utils 2.87dsf-4ubuntu11 required admin pool/main/s/sysvinit/sysvinit-utils_2.87dsf-4ubuntu11_i386.deb
tar 1.22-1 required utils pool/main/t/tar/tar_1.22-1_i386.deb
tasksel 2.73ubuntu23 important admin pool/main/t/tasksel/tasksel_2.73ubuntu23_all.deb
tasksel-data 2.73ubuntu23 important admin pool/main/t/tasksel/tasksel-data_2.73ubuntu23_all.deb
tcpd 7.6.q-16 optional net pool/main/t/tcp-wrappers/tcpd_7.6.q-16_i386.deb
tsconf 1.0-7 optional embedded pool/main/t/tslib/tsconf_1.0-7_all.deb
ttf-dejavu 2.29-2 optional x11 pool/main/t/ttf-dejavu/ttf-dejavu_2.29-2_all.deb
ttf-dejavu-core 2.29-2 optional x11 pool/main/t/ttf-dejavu/ttf-dejavu-core_2.29-2_all.deb
ttf-dejavu-extra 2.29-2 optional x11 pool/main/t/ttf-dejavu/ttf-dejavu-extra_2.29-2_all.deb
ttf-droid 1.00~b112+dfsg+1-0ubuntu1 optional universe/x11 pool/universe/t/ttf-droid/ttf-droid_1.00~b112+dfsg+1-0ubuntu1_all.deb
ttf-sil-abyssinica 1.0-4 optional x11 pool/main/t/ttf-sil-abyssinica/ttf-sil-abyssinica_1.0-4_all.deb
tzdata 2009o-1ubuntu2 required libs pool/main/t/tzdata/tzdata_2009o-1ubuntu2_all.deb
ubuntu-keyring 2009.08.28 important misc pool/main/u/ubuntu-keyring/ubuntu-keyring_2009.08.28_all.deb
ubuntu-minimal 1.175 important metapackages pool/main/u/ubuntu-meta/ubuntu-minimal_1.175_i386.deb
ucf 3.0018ubuntu1 important utils pool/main/u/ucf/ucf_3.0018ubuntu1_all.deb
udev 147~-6 important admin pool/main/u/udev/udev_147~-6_i386.deb
upstart 0.6.3-10 required admin pool/main/u/upstart/upstart_0.6.3-10_i386.deb
util-linux 2.16-1ubuntu5 required utils pool/main/u/util-linux/util-linux_2.16-1ubuntu5_i386.deb
vbetool 1.1-2 optional utils pool/main/v/vbetool/vbetool_1.1-2_i386.deb
vim-common 2:7.2.245-2ubuntu2 important editors pool/main/v/vim/vim-common_7.2.245-2ubuntu2_i386.deb
vim-tiny 2:7.2.245-2ubuntu2 important editors pool/main/v/vim/vim-tiny_7.2.245-2ubuntu2_i386.deb
wget 1.11.4-2ubuntu2 standard web pool/main/w/wget/wget_1.11.4-2ubuntu2_i386.deb
whiptail 0.52.10-4ubuntu1 important utils pool/main/n/newt/whiptail_0.52.10-4ubuntu1_i386.deb
wireless-tools 29-2ubuntu6 optional net pool/main/w/wireless-tools/wireless-tools_29-2ubuntu6_i386.deb
x-ttcidfont-conf 32 optional x11 pool/main/x/x-ttcidfont-conf/x-ttcidfont-conf_32_all.deb
x11-common 1:7.4+3ubuntu7 standard x11 pool/main/x/xorg/x11-common_7.4+3ubuntu7_all.deb
x11-utils 7.4+1build1 optional x11 pool/main/x/x11-utils/x11-utils_7.4+1build1_i386.deb
x11-xkb-utils 7.4+3 optional x11 pool/main/x/x11-xkb-utils/x11-xkb-utils_7.4+3_i386.deb
x11-xserver-utils 7.4+2ubuntu3 optional x11 pool/main/x/x11-xserver-utils/x11-xserver-utils_7.4+2ubuntu3_i386.deb
xauth 1:1.0.3-2 standard x11 pool/main/x/xauth/xauth_1.0.3-2_i386.deb
xbitmaps 1.0.1-2ubuntu1 optional x11 pool/main/x/xbitmaps/xbitmaps_1.0.1-2ubuntu1_all.deb
xdg-utils 1.0.2-6.1 optional utils pool/main/x/xdg-utils/xdg-utils_1.0.2-6.1_all.deb
xfonts-encodings 1:1.0.2-3 optional x11 pool/main/x/xfonts-encodings/xfonts-encodings_1.0.2-3_all.deb
xfonts-utils 1:7.4+1ubuntu1 optional x11 pool/main/x/xfonts-utils/xfonts-utils_7.4+1ubuntu1_i386.deb
xkb-data 1.6-1ubuntu5 important x11 pool/main/x/xkeyboard-config/xkb-data_1.6-1ubuntu5_all.deb
xml-core 0.12 important text pool/main/x/xml-core/xml-core_0.12_all.deb
xserver-common 2:1.6.4-2ubuntu4 optional x11 pool/main/x/xorg-server/xserver-common_1.6.4-2ubuntu4_all.deb
xserver-xorg 1:7.4+3ubuntu7 optional x11 pool/main/x/xorg/xserver-xorg_7.4+3ubuntu7_i386.deb
# Skipped xserver-xorg-core 2:1.6.4-2ubuntu5 local_packages//xserver-xorg-core_1.6.4-2ubuntu5_i386.deb: local install
xserver-xorg-input-all 1:7.4+3ubuntu7 optional x11 pool/main/x/xorg/xserver-xorg-input-all_7.4+3ubuntu7_i386.deb
xserver-xorg-input-evdev 1:2.2.5-1ubuntu6 optional x11 pool/main/x/xserver-xorg-input-evdev/xserver-xorg-input-evdev_2.2.5-1ubuntu6_i386.deb
xserver-xorg-input-kbd 1:1.3.2-3 optional x11 pool/main/x/xserver-xorg-input-keyboard/xserver-xorg-input-kbd_1.3.2-3_i386.deb
xserver-xorg-input-mouse 1:1.4.0-2 optional x11 pool/main/x/xserver-xorg-input-mouse/xserver-xorg-input-mouse_1.4.0-2_i386.deb
xserver-xorg-input-synaptics 1.1.2-1ubuntu7 optional x11 pool/main/x/xserver-xorg-input-synaptics/xserver-xorg-input-synaptics_1.1.2-1ubuntu7_i386.deb
xserver-xorg-input-vmmouse 1:12.6.4-1ubuntu3 optional x11 pool/main/x/xserver-xorg-input-vmmouse/xserver-xorg-input-vmmouse_12.6.4-1ubuntu3_i386.deb
xserver-xorg-input-wacom 1:0.8.4.1-0ubuntu4 optional x11 pool/main/w/wacom-tools/xserver-xorg-input-wacom_0.8.4.1-0ubuntu4_i386.deb
xserver-xorg-video-all 1:7.4+3ubuntu7 optional x11 pool/main/x/xorg/xserver-xorg-video-all_7.4+3ubuntu7_i386.deb
xserver-xorg-video-apm 1:1.2.1-2 optional x11 pool/main/x/xserver-xorg-video-apm/xserver-xorg-video-apm_1.2.1-2_i386.deb
xserver-xorg-video-ark 1:0.7.1-2 optional x11 pool/main/x/xserver-xorg-video-ark/xserver-xorg-video-ark_0.7.1-2_i386.deb
xserver-xorg-video-ati 1:6.12.99+git20090929.7968e1fb-0ubuntu1 optional x11 pool/main/x/xserver-xorg-video-ati/xserver-xorg-video-ati_6.12.99+git20090929.7968e1fb-0ubuntu1_i386.deb
xserver-xorg-video-chips 1:1.2.1-3 optional x11 pool/main/x/xserver-xorg-video-chips/xserver-xorg-video-chips_1.2.1-3_i386.deb
xserver-xorg-video-cirrus 1:1.3.1-1ubuntu2 optional x11 pool/main/x/xserver-xorg-video-cirrus/xserver-xorg-video-cirrus_1.3.1-1ubuntu2_i386.deb
xserver-xorg-video-fbdev 1:0.4.0-4 optional x11 pool/main/x/xserver-xorg-video-fbdev/xserver-xorg-video-fbdev_0.4.0-4_i386.deb
xserver-xorg-video-geode 2.11.6-1 optional x11 pool/main/x/xserver-xorg-video-geode/xserver-xorg-video-geode_2.11.6-1_i386.deb
xserver-xorg-video-i128 1:1.3.2-1 optional x11 pool/main/x/xserver-xorg-video-i128/xserver-xorg-video-i128_1.3.2-1_i386.deb
xserver-xorg-video-i740 1:1.3.0-1 optional x11 pool/main/x/xserver-xorg-video-i740/xserver-xorg-video-i740_1.3.0-1_i386.deb
# Skipped xserver-xorg-video-intel 2:2.9.0-1ubuntu3 local_packages//xserver-xorg-video-intel_2.9.0-1ubuntu3_i386.deb: local install
xserver-xorg-video-mach64 6.8.2-1 optional x11 pool/main/x/xserver-xorg-video-mach64/xserver-xorg-video-mach64_6.8.2-1_i386.deb
xserver-xorg-video-mga 1:1.4.11.dfsg-1 optional x11 pool/main/x/xserver-xorg-video-mga/xserver-xorg-video-mga_1.4.11.dfsg-1_i386.deb
xserver-xorg-video-neomagic 1:1.2.3-1 optional x11 pool/main/x/xserver-xorg-video-neomagic/xserver-xorg-video-neomagic_1.2.3-1_i386.deb
xserver-xorg-video-nv 1:2.1.14-2ubuntu3 optional x11 pool/main/x/xserver-xorg-video-nv/xserver-xorg-video-nv_2.1.14-2ubuntu3_i386.deb
xserver-xorg-video-openchrome 1:0.2.903+svn758-0ubuntu1 optional x11 pool/main/x/xserver-xorg-video-openchrome/xserver-xorg-video-openchrome_0.2.903+svn758-0ubuntu1_i386.deb
xserver-xorg-video-r128 6.8.1-1 optional x11 pool/main/x/xserver-xorg-video-r128/xserver-xorg-video-r128_6.8.1-1_i386.deb
xserver-xorg-video-radeon 1:6.12.99+git20090929.7968e1fb-0ubuntu1 optional x11 pool/main/x/xserver-xorg-video-ati/xserver-xorg-video-radeon_6.12.99+git20090929.7968e1fb-0ubuntu1_i386.deb
xserver-xorg-video-rendition 1:4.2.1-1 optional x11 pool/main/x/xserver-xorg-video-rendition/xserver-xorg-video-rendition_4.2.1-1_i386.deb
xserver-xorg-video-s3 1:0.6.2-1 optional x11 pool/main/x/xserver-xorg-video-s3/xserver-xorg-video-s3_0.6.2-1_i386.deb
xserver-xorg-video-s3virge 1:1.10.2-2 optional x11 pool/main/x/xserver-xorg-video-s3virge/xserver-xorg-video-s3virge_1.10.2-2_i386.deb
xserver-xorg-video-savage 1:2.3.0-1ubuntu1 optional x11 pool/main/x/xserver-xorg-video-savage/xserver-xorg-video-savage_2.3.0-1ubuntu1_i386.deb
xserver-xorg-video-siliconmotion 1:1.7.2-1 optional x11 pool/main/x/xserver-xorg-video-siliconmotion/xserver-xorg-video-siliconmotion_1.7.2-1_i386.deb
xserver-xorg-video-sis 1:0.10.1-2 optional x11 pool/main/x/xserver-xorg-video-sis/xserver-xorg-video-sis_0.10.1-2_i386.deb
xserver-xorg-video-sisusb 1:0.9.1-1 optional x11 pool/main/x/xserver-xorg-video-sisusb/xserver-xorg-video-sisusb_0.9.1-1_i386.deb
xserver-xorg-video-tdfx 1:1.4.1-1 optional x11 pool/main/x/xserver-xorg-video-tdfx/xserver-xorg-video-tdfx_1.4.1-1_i386.deb
xserver-xorg-video-trident 1:1.3.1-1 optional x11 pool/main/x/xserver-xorg-video-trident/xserver-xorg-video-trident_1.3.1-1_i386.deb
xserver-xorg-video-tseng 1:1.2.1-1 optional x11 pool/main/x/xserver-xorg-video-tseng/xserver-xorg-video-tseng_1.2.1-1_i386.deb
xserver-xorg-video-v4l 1:0.2.0-3ubuntu1 optional x11 pool/main/x/xserver-xorg-video-v4l/xserver-xorg-video-v4l_0.2.0-3ubuntu1_i386.deb
xserver-xorg-video-vesa 1:2.2.1-1 optional x11 pool/main/x/xserver-xorg-video-vesa/xserver-xorg-video-vesa_2.2.1-1_i386.deb
xserver-xorg-video-vmware 1:10.16.7-1 optional x11 pool/main/x/xserver-xorg-video-vmware/xserver-xorg-video-vmware_10.16.7-1_i386.deb
xserver-xorg-video-voodoo 1:1.2.2-1 optional x11 pool/main/x/xserver-xorg-video-voodoo/xserver-xorg-video-voodoo_1.2.2-1_i386.deb
xterm 243-1ubuntu1 optional x11 pool/main/x/xterm/xterm_243-1ubuntu1_i386.deb
zlib1g 1:1.2.3.3.dfsg-13ubuntu3 required libs pool/main/z/zlib/zlib1g_1.2.3.3.dfsg-13ubuntu3_i386.deb
